[srv] starting: map=original_resources/(2)Bottleneck.scm data=original_resources obs-port=6114 agent-port=6113 seed=42
[srv] slot 0 race override: 5 -> zerg
[srv] slot 1 race override: 5 -> protoss
[srv] sync-log -> /tmp/soak_qt_20/round_04/server.sync
[srv] loaded 2 inline user(s) from --user
[srv] observer WS listening on ws://0.0.0.0:6114/observer
[srv] starting immediately; observers may join at any time.
[srv] game started, initial_rand=8bbfd0d3 (0 observers)
[srv] frame=8941 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=9042 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=2ms, budget=10ms)
[srv] frame=9142 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=1ms, budget=10ms)
[srv] frame=9243 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=9344 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=9445 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=9545 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=1ms, budget=10ms)
[srv] frame=9645 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=2ms, budget=10ms)
[srv] frame=9746 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=0ms, budget=10ms)
[srv] frame=9847 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=2ms, budget=10ms)
[srv] frame=9947 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=1ms, budget=10ms)
[srv] frame=10048 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=10148 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=0ms, budget=10ms)
[srv] frame=10249 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=3ms, budget=10ms)
[srv] frame=10350 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=10451 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=10552 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=10652 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=0ms, budget=10ms)
[srv] frame=10753 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=0ms, budget=10ms)
[srv] frame=10853 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=0ms, budget=10ms)
[srv] frame=10953 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=1ms, budget=10ms)
[srv] frame=11054 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=0ms, budget=10ms)
[srv] frame=11154 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=1ms, budget=10ms)
[srv] frame=11254 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=4ms, budget=10ms)
[srv] frame=11355 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=0ms, budget=10ms)
[srv] frame=11455 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=1ms, budget=10ms)
[srv] frame=11555 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=1ms, budget=10ms)
[srv] frame=11656 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=11757 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=11857 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=1ms, budget=10ms)
[srv] frame=11958 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=0ms, budget=10ms)
[srv] frame=12059 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=0ms, budget=10ms)
[srv] frame=12160 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=12260 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=0ms, budget=10ms)
[srv] frame=12361 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=0ms, budget=10ms)
[srv] frame=12462 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=12563 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=0ms, budget=10ms)
[srv] frame=12663 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=1ms, budget=10ms)
[srv] frame=12764 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=12864 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=1ms, budget=10ms)
[srv] frame=12964 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=1ms, budget=10ms)
[srv] frame=13065 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=2ms, budget=10ms)
[srv] frame=13165 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=1ms, budget=10ms)
[srv] frame=13266 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=4ms, budget=10ms)
[srv] frame=13366 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=2ms, budget=10ms)
[srv] frame=13466 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=1ms, budget=10ms)
[srv] frame=13567 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=0ms, budget=10ms)
[srv] frame=13668 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=13768 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=1ms, budget=10ms)
[srv] frame=13869 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=2ms, budget=10ms)
[srv] frame=13969 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=1ms, budget=10ms)
[srv] frame=14070 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=0ms, budget=10ms)
[srv] frame=14170 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=0ms, budget=10ms)
[srv] frame=14271 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=14371 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=0ms, budget=10ms)
[srv] frame=14472 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=4ms, budget=10ms)
[srv] frame=14573 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=14674 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=2ms, budget=10ms)
[srv] frame=14774 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=1ms, budget=10ms)
[srv] frame=14875 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=2ms, budget=10ms)
[srv] frame=14975 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=2ms, budget=10ms)
[srv] frame=15075 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=2ms, budget=10ms)
[srv] frame=15176 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=2ms, budget=10ms)
[srv] frame=15277 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=2ms, budget=10ms)
[srv] frame=15378 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=2ms, budget=10ms)
[srv] frame=15478 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=4ms, budget=10ms)
[srv] frame=15579 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=2ms, budget=10ms)
[srv] frame=15680 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=2ms, budget=10ms)
[srv] frame=15780 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=2ms, budget=10ms)
[srv] frame=15881 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=2ms, budget=10ms)
[srv] frame=15981 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=3ms, budget=10ms)
[srv] frame=16081 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=2ms, budget=10ms)
[srv] frame=16181 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=2ms, budget=10ms)
[srv] frame=16282 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=2ms, budget=10ms)
[srv] frame=16382 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=7ms, budget=10ms)
[srv] frame=16482 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=2ms, budget=10ms)
[srv] frame=16583 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=2ms, budget=10ms)
[srv] frame=16684 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=2ms, budget=10ms)
[srv] frame=16785 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=2ms, budget=10ms)
[srv] frame=16886 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=2ms, budget=10ms)
